lot_id,wafer_id,process_step,timestamp,temperature,pressure,gas_flow,rf_power,exposure_dose,film_thickness,overlay_error,defect_density,anomaly_label,anomaly_type,yield_rate,suspected_root_cause
LOT_0001,W_003,Deposition,2024-01-01 06:00:00,427.03553738385625,5.224973875496485,202.77853222502014,317.3623568121704,,5033.374006581058,,0.02930361592301764,True,tool_offset,0.8639935124313325,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_003,CMP,2024-01-01 06:30:00,23.88706535614423,3254.878128660559,,,,484.8770350064538,,0.04010687887797631,False,normal,0.9499231149402737,No anomaly detected
LOT_0001,W_003,Metrology,2024-01-01 07:00:00,22.846244970837866,760307.9078975158,,,,4509.752717347265,4.65363426924043,0.016105642439376226,False,normal,0.9687930183633533,No anomaly detected
LOT_0001,W_004,Lithography,2024-01-01 07:30:00,23.282169414917362,760150.9853712596,,,25.145336031774526,,6.136665141404281,0.02342786342924667,False,normal,0.9515812883756805,No anomaly detected
LOT_0001,W_004,Etching,2024-01-01 08:00:00,58.28565128721521,9.956308095319951,96.5067790206346,495.72052756418674,,1045.2015978515788,,0.06044589402701031,False,normal,0.9394051799366967,No anomaly detected
LOT_0001,W_004,Deposition,2024-01-01 08:30:00,425.9940980301751,5.132033210979685,201.76133276569732,306.0491220790158,,4884.364934485556,,0.022801090578451155,True,tool_offset,0.8707876332752609,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_004,CMP,2024-01-01 09:00:00,22.416592609404205,2904.8166236615903,,,,511.7791525725646,,0.036384521777777776,False,normal,0.9262293165379837,No anomaly detected
LOT_0001,W_004,Metrology,2024-01-01 09:30:00,23.183049820544845,760099.409542346,,,,4492.885061679323,5.284644078514397,0.03557496680072385,False,normal,0.9351450039968499,No anomaly detected
LOT_0001,W_005,Lithography,2024-01-01 10:00:00,22.414689443403848,759637.304238996,,,25.36531755623534,,4.658869053866515,0.021877169501638073,False,normal,0.9386980402788748,No anomaly detected
LOT_0001,W_005,Etching,2024-01-01 10:30:00,60.658319875859796,10.184391714743883,104.31899007206219,512.4372994306868,,1013.2154197848629,,0.048928256486056046,False,normal,0.9576750476908222,No anomaly detected
LOT_0001,W_005,Deposition,2024-01-01 11:00:00,425.615706569231,5.123847892146932,208.00195649933406,276.8864179626057,,4940.28222109011,,0.02699018985887531,True,tool_offset,0.8769934212496068,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_005,CMP,2024-01-01 11:30:00,21.722565043895127,3105.6586720455393,,,,484.0375991361685,,0.06088873166344819,False,normal,0.9369821199179813,No anomaly detected
LOT_0001,W_005,Metrology,2024-01-01 12:00:00,22.51874524629709,760076.4685227021,,,,4503.014263350497,5.755808648668914,0.019171937269490312,False,normal,0.9298136739424748,No anomaly detected
LOT_0001,W_006,Lithography,2024-01-01 12:30:00,22.609346147941306,759685.7576349316,,,25.275827102994096,,4.2549129458094415,0.007274802413844655,False,normal,0.9359474325814073,No anomaly detected
LOT_0001,W_006,Etching,2024-01-01 13:00:00,62.779680207651175,9.418824316376904,97.60048796162519,500.9840022251389,,1015.8457433736312,,0.03869734004587727,False,normal,0.9387193437228356,No anomaly detected
LOT_0001,W_006,Deposition,2024-01-01 13:30:00,384.8975652670427,5.083268134866449,217.74971571613918,300.37268988435557,,4881.5374030981975,,0.04244124944449205,True,tool_offset,0.8341402262964585,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_006,CMP,2024-01-01 14:00:00,24.293622225740577,2963.7605776307496,,,,472.6345508276563,,0.03932968740240948,False,normal,0.9634622556754772,No anomaly detected
LOT_0001,W_006,Metrology,2024-01-01 14:30:00,23.68515632465276,759905.0167268121,,,,4481.710908873232,5.578114646085624,0.03337069168397853,False,normal,0.9773608876768368,No anomaly detected
LOT_0001,W_007,Lithography,2024-01-01 15:00:00,23.038352120950186,760387.2473519327,,,25.456510135821087,,4.701752595531692,0.006787792038085138,False,normal,0.9264787473964279,No anomaly detected
LOT_0001,W_007,Etching,2024-01-01 15:30:00,56.51913856212044,8.52963081355602,100.27619629644434,522.0100071811622,,928.7544399909528,,0.04124725312349473,False,normal,0.97238507837524,No anomaly detected
LOT_0001,W_007,Deposition,2024-01-01 16:00:00,419.5214130059073,5.1222791166264905,212.1677873438527,293.82366291125345,,5049.7370450658045,,0.03877488620790088,True,tool_offset,0.8438129975799233,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_007,CMP,2024-01-01 16:30:00,26.87996764133366,3071.5022383666546,,,,499.18964007739413,,0.01925876667428764,False,normal,0.9535973724823401,No anomaly detected
LOT_0001,W_007,Metrology,2024-01-01 17:00:00,22.83877166817487,760039.1463081894,,,,4482.695671358746,6.726907602369924,0.023469675262128908,False,normal,0.9805332848825034,No anomaly detected
LOT_0001,W_008,Lithography,2024-01-01 17:30:00,22.905127222296926,759980.7308690783,,,25.107638825171875,,3.0922172232486727,0.023397475625646036,False,normal,0.946594635453033,No anomaly detected
LOT_0001,W_008,Etching,2024-01-01 18:00:00,60.03703637227842,9.35912536613165,106.07341924446466,476.36114962719626,,987.2990002453379,,0.023530811469131822,False,normal,0.9580379414806254,No anomaly detected
LOT_0001,W_008,Deposition,2024-01-01 18:30:00,417.6969375445598,5.14260877509926,198.09072575215401,300.24108829728567,,5094.670390776231,,0.02846491850393399,True,tool_offset,0.7665179753751414,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_008,CMP,2024-01-01 19:00:00,23.848104621317614,2995.947493287433,,,,499.00077277121665,,0.047479498546742896,False,normal,0.9509870341445451,No anomaly detected
LOT_0001,W_008,Metrology,2024-01-01 19:30:00,23.54398958533248,760082.8746884782,,,,4484.246383963739,5.262172382594446,0.006343008072152493,False,normal,0.959179972955979,No anomaly detected
LOT_0001,W_009,Lithography,2024-01-01 20:00:00,22.99495965274871,760869.8240209655,,,25.271577820448186,,5.59554740344097,0.013477708569643723,False,normal,0.9509284362172165,No anomaly detected
LOT_0001,W_009,Etching,2024-01-01 20:30:00,56.656831040847855,9.40099360990427,98.27024184916728,474.649973480808,,991.0036427260557,,0.04519257997823013,False,normal,0.9593223507023865,No anomaly detected
LOT_0001,W_009,Deposition,2024-01-01 21:00:00,415.7210939673161,4.578673350281786,204.23014108567708,287.2443984913454,,4902.252956460279,,0.01633071043116864,True,tool_offset,0.8666381418437743,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_009,CMP,2024-01-01 21:30:00,27.955029083886522,2890.8769624637284,,,,489.57412554433927,,0.06679131150047934,False,normal,0.9372284029704793,No anomaly detected
LOT_0001,W_009,Metrology,2024-01-01 22:00:00,22.648088411362785,759410.5721986067,,,,4515.9686628492345,3.5300187553630495,0.039961613059349706,False,normal,0.9365128226713468,No anomaly detected
LOT_0001,W_010,Lithography,2024-01-01 22:30:00,22.744086821727926,759758.8837606485,,,24.907861878074264,,2.3199101092326346,0.022416329240802592,False,normal,0.9427040489768032,No anomaly detected
LOT_0001,W_010,Etching,2024-01-01 23:00:00,57.04925850921957,9.381525203875936,96.54947545973934,511.54529774934076,,1048.946592814079,,0.052627977654154764,False,normal,0.9702656910753514,No anomaly detected
LOT_0001,W_010,Deposition,2024-01-01 23:30:00,420.8782370717814,4.762925856216729,205.0244627419378,309.07509538860063,,5079.6527962438295,,0.01717746483706032,True,tool_offset,0.7565539496200354,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_010,CMP,2024-01-02 00:00:00,24.985436909722885,2720.316984268758,,,,477.7176930140086,,0.05795396334319376,False,normal,0.9630492174110487,No anomaly detected
LOT_0001,W_010,Metrology,2024-01-02 00:30:00,22.621644753685636,760059.0740771521,,,,4495.463404952686,4.31422709066847,0.04050934389110114,False,normal,0.9553089252593043,No anomaly detected
LOT_0001,W_011,Lithography,2024-01-02 01:00:00,23.26381939245885,760499.6681662373,,,24.8195617565323,,4.333817818451727,0.026247452624873508,False,normal,0.941171567335996,No anomaly detected
LOT_0001,W_011,Etching,2024-01-02 01:30:00,58.310699767559086,10.776046872166082,107.09035277062382,512.9871082239916,,979.7508268837229,,0.0808775797603862,False,normal,0.9761836507244206,No anomaly detected
LOT_0001,W_011,Deposition,2024-01-02 02:00:00,418.08445498003624,4.691323512655387,199.83927495065905,311.8198203253328,,5074.462299545973,,0.039036361919095944,True,tool_offset,0.8786445665814874,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_011,CMP,2024-01-02 02:30:00,27.219116133493486,3250.7583296192893,,,,490.22570997991266,,0.0234559951182212,False,normal,0.9500356417861702,No anomaly detected
LOT_0001,W_011,Metrology,2024-01-02 03:00:00,23.664015890678936,760030.3028705125,,,,4479.0347951288495,5.982181864498808,0.0247821663325358,False,normal,0.9483772282130436,No anomaly detected
LOT_0001,W_012,Lithography,2024-01-02 03:30:00,23.233337580628685,760048.7067064788,,,25.512030292125694,,6.139077813246114,0.009832377300755526,False,normal,0.9518745312130816,No anomaly detected
LOT_0001,W_012,Etching,2024-01-02 04:00:00,61.43135861363841,9.029117777488686,100.22778910556798,497.1012498975225,,1010.5943803622449,,0.05950976581901978,False,normal,0.9194092471202456,No anomaly detected
LOT_0001,W_012,Deposition,2024-01-02 04:30:00,421.42245933861744,5.332143502296202,191.23251093202614,314.0402916248033,,4947.27433680708,,0.014667090892147272,True,tool_offset,0.7773663634887547,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_012,CMP,2024-01-02 05:00:00,23.48455773494487,3007.3024225615013,,,,488.2590658921168,,0.035969077835123445,False,normal,0.9592503100737743,No anomaly detected
LOT_0001,W_012,Metrology,2024-01-02 05:30:00,22.686996242657237,760526.2039830178,,,,4503.236389372052,5.413196729993243,0.032744250454022815,False,normal,0.9183414938639358,No anomaly detected
LOT_0001,W_013,Lithography,2024-01-02 06:00:00,23.019809209268363,760397.8890048721,,,25.064861402896806,,5.454572424399075,0.00870770196339052,False,normal,0.9350475090877473,No anomaly detected
LOT_0001,W_013,Etching,2024-01-02 06:30:00,59.033932114085594,10.240783419550526,105.45602545293082,506.0059160006859,,1009.0302937233901,,0.03443262835751642,False,normal,0.9421491138376232,No anomaly detected
LOT_0001,W_013,Deposition,2024-01-02 07:00:00,413.85630553796005,5.496230031075084,193.60979025149584,295.4138554033856,,4841.393677130573,,0.0285821461410683,True,tool_offset,0.9277430935706701,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_013,CMP,2024-01-02 07:30:00,23.515566544160418,2705.6469922066944,,,,484.7908956066775,,0.03953975233952824,False,normal,0.9634747449846328,No anomaly detected
LOT_0001,W_013,Metrology,2024-01-02 08:00:00,22.21604987481415,759960.4984720593,,,,4501.589590413374,4.763328268041903,0.034381779514801085,False,normal,0.9719468365116464,No anomaly detected
LOT_0001,W_014,Lithography,2024-01-02 08:30:00,23.33817236209041,759776.421171335,,,25.241464169758714,,5.8854808594795855,0.03339545345916236,False,normal,0.9338970555812651,No anomaly detected
LOT_0001,W_014,Etching,2024-01-02 09:00:00,58.05474562509478,10.126637629774333,96.57375553307656,511.1781046644711,,1046.3070064112292,,0.0240913710406615,False,normal,0.9572411185508192,No anomaly detected
LOT_0001,W_014,Deposition,2024-01-02 09:30:00,427.98544504141194,4.349285623876348,209.18522120743373,287.2868987754387,,4914.299518464421,,0.062172865528558836,True,tool_offset,0.8481803532782201,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_014,CMP,2024-01-02 10:00:00,25.182091406659946,3030.2608606464905,,,,506.91250170596743,,0.03972176712158962,False,normal,0.9433877062813769,No anomaly detected
LOT_0001,W_014,Metrology,2024-01-02 10:30:00,22.480029731629305,759770.3363938511,,,,4511.472055960827,7.9584513290893595,0.034704894521332394,False,normal,0.9601073185584212,No anomaly detected
LOT_0001,W_015,Lithography,2024-01-02 11:00:00,23.140252802675615,759975.2205812242,,,25.037122004323418,,4.902431490921787,0.022812566263699673,False,normal,0.9216484424414543,No anomaly detected
LOT_0001,W_015,Etching,2024-01-02 11:30:00,60.154663689974875,10.768364061977335,107.03337104480488,487.7920519122238,,994.6502367077546,,0.0462820624303177,False,normal,0.9578627387976408,No anomaly detected
LOT_0001,W_015,Deposition,2024-01-02 12:00:00,422.2315535341826,5.469444383561498,210.0104639665764,304.22017699764945,,4952.379393047297,,0.035514730060441146,True,tool_offset,0.8207508784510418,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_015,CMP,2024-01-02 12:30:00,25.965109332689792,3068.9586656529827,,,,555.6556995743559,,0.04571442785768258,False,normal,0.9379499353202833,No anomaly detected
LOT_0001,W_015,Metrology,2024-01-02 13:00:00,23.428354340499133,760080.559624624,,,,4490.363975337467,6.828750121386355,0.04725598499534618,False,normal,0.9333039044298436,No anomaly detected
LOT_0001,W_016,Lithography,2024-01-02 13:30:00,22.742212261135027,759942.2505603505,,,24.82404530472401,,6.754619271478275,0.016646074746613834,False,normal,0.9356951642380379,No anomaly detected
LOT_0001,W_016,Etching,2024-01-02 14:00:00,56.55911181520071,9.893494502610455,101.36813637267305,489.3972743742605,,1033.111477947726,,0.06461176004289948,False,normal,0.9430610209461903,No anomaly detected
LOT_0001,W_016,Deposition,2024-01-02 14:30:00,420.3402127241187,5.026016412059459,198.33946108128652,321.07289186578487,,5123.333667744735,,0.038906990447940056,True,tool_offset,0.7977900644831797,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_016,CMP,2024-01-02 15:00:00,24.642085514868093,2928.4919216486,,,,533.2941292584342,,0.03483848488520601,False,normal,0.9601921750052359,No anomaly detected
LOT_0001,W_016,Metrology,2024-01-02 15:30:00,23.380310271625927,760022.3044215644,,,,4498.448569783198,5.941572839856746,0.0341679814012023,False,normal,0.9393119493936406,No anomaly detected
LOT_0001,W_017,Lithography,2024-01-02 16:00:00,23.11062523522475,759581.9714425771,,,25.00329486777472,,6.387048795154688,0.012528476378829891,False,normal,0.9820425228892595,No anomaly detected
LOT_0001,W_017,Etching,2024-01-02 16:30:00,61.28640965350173,10.632904773758046,102.1739381310733,502.84589268797953,,931.8053946344991,,0.04602890593950102,False,normal,0.9818974854841642,No anomaly detected
LOT_0001,W_017,Deposition,2024-01-02 17:00:00,419.9496418696549,5.30381594574761,202.0884431524807,300.8326756153624,,4990.5357939987025,,0.017267576737604054,True,tool_offset,0.7670098045902007,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_017,CMP,2024-01-02 17:30:00,25.58493090136157,2929.1645462096394,,,,548.5479867322128,,0.0262656425412877,False,normal,0.9431073178990953,No anomaly detected
LOT_0001,W_017,Metrology,2024-01-02 18:00:00,22.61874945851684,759960.819813063,,,,4508.4335726824675,6.233297242499202,0.02642342872510995,False,normal,0.9393343740270439,No anomaly detected
LOT_0001,W_018,Lithography,2024-01-02 18:30:00,22.7123352197513,760331.0407672909,,,25.430798205330316,,5.669211506371512,0.015916473208741764,False,normal,0.956335172277625,No anomaly detected
LOT_0001,W_018,Etching,2024-01-02 19:00:00,63.39416028587493,9.86222388952472,100.65814655714587,513.5613343984058,,935.4392226822423,,0.059755715150100724,False,normal,0.959834296483381,No anomaly detected
LOT_0001,W_018,Deposition,2024-01-02 19:30:00,425.2582504599485,5.151940146375469,209.57811057063714,305.4275650333452,,4919.453761920776,,0.015272380125930666,True,tool_offset,0.8699646914246196,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_018,CMP,2024-01-02 20:00:00,26.176971906900466,2998.0158152960016,,,,485.80771727414896,,0.05427700504763398,False,normal,0.9421374097860651,No anomaly detected
LOT_0001,W_018,Metrology,2024-01-02 20:30:00,22.68414064940052,759616.303356761,,,,4479.8129395034875,5.7348589889930155,0.0342791616363973,False,normal,0.9570548660220026,No anomaly detected
LOT_0001,W_019,Lithography,2024-01-02 21:00:00,23.263535090392182,760325.1245027892,,,25.166572022283827,,6.3913186659703145,0.010475421311093518,False,normal,0.951380829925988,No anomaly detected
LOT_0001,W_019,Etching,2024-01-02 21:30:00,59.76238787703596,10.347514021267841,97.47262509001749,482.5106461046302,,908.6662262150189,,0.046739741913460614,False,normal,0.9385575503894318,No anomaly detected
LOT_0001,W_019,Deposition,2024-01-02 22:00:00,424.1735022954839,5.432118516079976,186.3658490237336,297.180918649416,,5011.827884396155,,0.039549864444456614,True,tool_offset,0.8989571855987849,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_019,CMP,2024-01-02 22:30:00,22.158988640453266,3120.2594230762174,,,,541.8672059367798,,0.023146508765948582,False,normal,0.9378946149673532,No anomaly detected
LOT_0001,W_019,Metrology,2024-01-02 23:00:00,23.336507913146317,759953.1941503572,,,,4517.724457241217,4.746184755304753,0.025700519926262606,False,normal,0.9349668268145483,No anomaly detected
LOT_0001,W_020,Lithography,2024-01-02 23:30:00,22.985022226704125,760296.7773474528,,,24.486558052080863,,6.125635331605365,0.02706729739272472,False,normal,0.9499004557645503,No anomaly detected
LOT_0001,W_020,Etching,2024-01-03 00:00:00,59.392053020099375,8.797647130202208,99.99158594752514,497.0307855209747,,1031.4393990053334,,0.06290600782488079,False,normal,0.9385066129098908,No anomaly detected
LOT_0001,W_020,Deposition,2024-01-03 00:30:00,415.0978235716297,5.062922730007249,196.42918055328914,293.95835752925086,,4896.372186330754,,0.026611776133261704,True,tool_offset,0.8132581130312744,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_020,CMP,2024-01-03 01:00:00,24.31812510162172,3009.9960119823027,,,,505.6818954092292,,0.027968251884386074,False,normal,0.9709142804320466,No anomaly detected
LOT_0001,W_020,Metrology,2024-01-03 01:30:00,23.65796027259637,759826.2424383298,,,,4500.328872564105,7.030720286390817,0.019344460010827985,False,normal,0.942155894580776,No anomaly detected
LOT_0001,W_021,Lithography,2024-01-03 02:00:00,21.5,760768.4828269589,,,24.935426663027155,,4.340804729979665,0.013785990771149434,True,spike,0.9101090045075163,Transient excursion — possible equipment event or measurement outlier
LOT_0001,W_021,Etching,2024-01-03 02:30:00,61.120321059646706,7.889377538967112,97.78704881005316,496.3364505244334,,1026.9466775115495,,0.021249355591298102,False,normal,0.9625327792439132,No anomaly detected
LOT_0001,W_021,Deposition,2024-01-03 03:00:00,423.92248304658636,4.590963662356125,216.14297105186114,307.899311263254,,5041.147204016508,,0.04408345777876409,True,tool_offset,0.8625634728833858,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_021,CMP,2024-01-03 03:30:00,23.962634941880488,3146.3225304342486,,,,524.6590872929941,,0.023053284713783092,False,normal,0.9731951922099189,No anomaly detected
LOT_0001,W_021,Metrology,2024-01-03 04:00:00,22.965600230264116,759935.0555503262,,,,4477.979743738083,6.851330081108932,0.042197403402596756,False,normal,0.9356676100005987,No anomaly detected
LOT_0001,W_022,Lithography,2024-01-03 04:30:00,22.795721136678818,760724.6724006182,,,25.534688137811415,,2.9841516324629995,0.028748276705730137,False,normal,0.9894669501850797,No anomaly detected
LOT_0001,W_022,Etching,2024-01-03 05:00:00,53.91459174350537,10.302037482852683,104.79773031322392,506.2693865756415,,1035.8731029559713,,0.0788752781626298,False,normal,0.9545238613902678,No anomaly detected
LOT_0001,W_022,Deposition,2024-01-03 05:30:00,417.39241792033636,4.968297534868037,202.39446172962653,298.72719879193363,,4921.786875258259,,0.03171759885149422,True,tool_offset,0.8391107345093397,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_022,CMP,2024-01-03 06:00:00,24.05975568475826,3113.121917253024,,,,511.4425989512039,,0.04918318653178266,False,normal,0.9506190561356248,No anomaly detected
LOT_0001,W_022,Metrology,2024-01-03 06:30:00,23.277119207718414,760219.6459669573,,,,4477.83155388323,4.0226662169279885,0.035341604877751114,False,normal,0.9553176516919791,No anomaly detected
LOT_0001,W_023,Lithography,2024-01-03 07:00:00,23.36676240160221,759812.5276550754,,,24.935860941445014,,5.6305431887639354,0.01679496864183991,False,normal,0.9454178064700877,No anomaly detected
LOT_0001,W_023,Etching,2024-01-03 07:30:00,61.6104523697936,10.344946500831384,98.9847141646567,499.86952444986747,,972.9055265717523,,0.029975297931973212,False,normal,0.9314838328061686,No anomaly detected
LOT_0001,W_023,Deposition,2024-01-03 08:00:00,431.33541433200264,5.154696813832042,190.96627132237253,304.842274938352,,4933.398100784754,,0.07267635342660156,True,tool_offset,0.8586185756705311,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_023,CMP,2024-01-03 08:30:00,25.8137554570367,2977.121522573649,,,,491.4183195947463,,0.04159706964122247,False,normal,0.9704959873170513,No anomaly detected
LOT_0001,W_023,Metrology,2024-01-03 09:00:00,23.436716533273994,759797.6456982263,,,,4498.012028681244,6.226432502115754,0.011383804665455154,False,normal,0.9261871531875384,No anomaly detected
LOT_0001,W_024,Lithography,2024-01-03 09:30:00,22.95364115537936,760186.5261592171,,,24.459856392479747,,5.819133846247143,0.011653198531061483,False,normal,0.9808094764735171,No anomaly detected
LOT_0001,W_024,Etching,2024-01-03 10:00:00,69.30565741123459,10.380401866521506,92.5174638610305,491.8117462429571,,977.4580936986133,,0.064287181935136,False,normal,0.9620227438237334,No anomaly detected
LOT_0001,W_024,Deposition,2024-01-03 10:30:00,424.7818224883757,4.935211669539693,200.93825834858973,306.0900822873243,,5030.039363874552,,0.02433216221623982,True,tool_offset,0.7506531452226637,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_024,CMP,2024-01-03 11:00:00,23.99042112883547,2842.947624080683,,,,517.9874404651512,,0.053252554295569736,False,normal,0.9409044472776262,No anomaly detected
LOT_0001,W_024,Metrology,2024-01-03 11:30:00,24.07650161592327,759933.6302551001,,,,4488.995483791919,6.336832225577562,0.02316334531414995,False,normal,0.9872832487529627,No anomaly detected
LOT_0001,W_025,Lithography,2024-01-03 12:00:00,22.871501653351068,759688.1996553709,,,25.567914665626763,,6.635707986707848,0.01658958729588959,False,normal,0.968774494033673,No anomaly detected
LOT_0001,W_025,Etching,2024-01-03 12:30:00,59.63197133665584,9.580053988196257,91.60288132505357,518.728486711361,,995.1580942935076,,0.04510068809595881,False,normal,0.9728010237184309,No anomaly detected
LOT_0001,W_025,Deposition,2024-01-03 13:00:00,410.99512545150645,5.197319516645801,208.1714847381462,304.1702020696669,,5140.018694624177,,0.03466957835027315,True,tool_offset,0.7918179882547836,Systematic tool-to-tool offset — chamber matching recommended
LOT_0001,W_025,CMP,2024-01-03 13:30:00,20.98984472757633,2977.3329161203646,,,,512.1232638404618,,0.02822209875615843,False,normal,0.9611103176322957,No anomaly detected
LOT_0001,W_025,Metrology,2024-01-03 14:00:00,22.422142009399767,760162.3614900825,,,,4515.092132439182,5.678268771144057,0.03757640985588741,False,normal,0.9569875722518141,No anomaly detected
LOT_0002,W_001,Lithography,2024-01-03 14:30:00,22.89435993485353,760011.6776580573,,,25.20471775294384,,3.59551808743206,0.0,False,normal,0.9465069950760118,No anomaly detected
LOT_0002,W_001,Etching,2024-01-03 15:00:00,59.64262489885101,11.191777801768298,91.36640923839788,491.9111377756877,,1057.7479721179063,,0.04791509779339579,False,normal,0.9521851422354194,No anomaly detected
LOT_0002,W_001,Deposition,2024-01-03 15:30:00,434.6456855156021,4.980290783407867,179.62773650137134,306.6942638326529,,5175.823004818872,,0.020470252048950366,True,tool_offset,0.7885892861153083,Systematic tool-to-tool offset — chamber matching recommended
LOT_0002,W_001,CMP,2024-01-03 16:00:00,24.52696269633135,3052.648240039502,,,,455.7953375146776,,0.021204803244475278,False,normal,0.9819918308663083,No anomaly detected
LOT_0002,W_001,Metrology,2024-01-03 16:30:00,22.6656382958681,759919.1793147633,,,,4494.264961749723,8.097265338631434,0.014361754144253554,False,normal,0.9449700657037029,No anomaly detected
LOT_0002,W_002,Lithography,2024-01-03 17:00:00,23.159692755666004,759700.1252754405,,,24.97899614235616,,3.640353411084255,0.019033851386607945,False,normal,0.9237388749116368,No anomaly detected
LOT_0002,W_002,Etching,2024-01-03 17:30:00,62.23082100029905,9.632097747410382,103.08985378776971,495.6185545546782,,1067.753125104882,,0.045660165692537336,False,normal,0.9828718586280342,No anomaly detected
LOT_0002,W_002,Deposition,2024-01-03 18:00:00,399.1836813120814,4.821347204265539,201.41028653752875,289.7639312068789,,4916.810759537637,,0.043584960127829156,True,tool_offset,0.7880549291172757,Systematic tool-to-tool offset — chamber matching recommended
LOT_0002,W_002,CMP,2024-01-03 18:30:00,22.871187937483374,3005.989347637947,,,,496.8968942221718,,0.0333414856679466,False,normal,0.9580077496309746,No anomaly detected
LOT_0002,W_002,Metrology,2024-01-03 19:00:00,22.746763332942617,760782.7557961599,,,,4506.060931277642,7.988744666259444,0.022470668074970803,False,normal,0.9858526192494969,No anomaly detected
LOT_0002,W_003,Lithography,2024-01-03 19:30:00,23.109633219309224,760810.035154568,,,24.88857467917538,,5.689850399461656,0.018639046470958733,False,normal,0.9565523065031426,No anomaly detected
LOT_0002,W_003,Etching,2024-01-03 20:00:00,64.93599800459388,10.336703215737895,94.24247844313278,476.12753546120564,,1031.7523395936546,,0.05460088253092688,False,normal,0.9318188220457947,No anomaly detected
LOT_0002,W_003,Deposition,2024-01-03 20:30:00,421.0988379253523,4.674206485006538,197.0206835632601,289.03164772383803,,4952.271493862774,,0.03648614872649143,True,tool_offset,0.8481085280718625,Systematic tool-to-tool offset — chamber matching recommended
